objectId,redDecimal,blueHex,greenFraction,hexCode,ACL,redHex,name,updatedAt,greenDecimal,redFraction,blueDecimal,greenHex,createdAt,blueFraction
pbrKHQH3q2,142,59,0.23,#8E3A59,null,8E,Quinacridone magenta,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),58,0.56,89,3A,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.35
mTBo8eUcoM,67,95,0.42,#436B95,null,43,Queen blue,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),107,0.26,149,6B,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.58
Gnnbwt8Ra6,255,5E,0.21,#FF355E,null,FF,Radical Red,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),53,1,94,35,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.37
pEwl7xjBN8,227,5D,0.04,#E30B5D,null,E3,Raspberry,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),11,0.89,93,0B,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.36
mt7rU2rJKf,251,60,0.67,#FBAB60,null,FB,Rajah,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),171,0.98,96,AB,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.38
WfDquZOGZ9,255,CC,0.2,#FF33CC,null,FF,Razzle dazzle rose,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),51,1,204,33,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.8
3LsXCjBy4A,179,6C,0.27,#B3446C,null,B3,Raspberry rose,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),68,0.7,108,44,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.42
AaU9ETa5aN,102,99,0.2,#663399,null,66,Rebecca Purple,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),51,0.4,153,33,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.6
jKlAJSz8JQ,214,59,0.54,#D68A59,null,D6,Raw Sienna,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),138,0.84,89,8A,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.35
Uqcunkyeuz,238,4D,0.13,#EE204D,null,EE,Red (Crayola),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),32,0.93,77,20,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.3
OaCBQK0DDk,130,44,0.4,#826644,null,82,Raw umber,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),102,0.51,68,66,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.27
nDy1aCdHS8,227,6B,0.15,#E3256B,null,E3,Razzmatazz,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),37,0.89,107,25,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.42
kuVR1X33J1,255,00,0,#FF0000,null,FF,Red,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0,1,0,00,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0
eomXD6Ch7b,242,3C,0,#F2003C,null,F2,Red (Munsell),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0,0.95,60,00,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.24
Mau4bEpNef,141,85,0.31,#8D4E85,null,8D,Razzmic Berry,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),78,0.55,133,4E,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.52
3GwiOzfiym,237,24,0.11,#ED1C24,null,ED,Red (pigment),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),28,0.93,36,1C,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.14
CIl9ge2h4y,255,49,0.33,#FF5349,null,FF,Red-orange,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),83,1,73,53,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.29
Tasx878Jde,196,33,0.01,#C40233,null,C4,Red (NCS),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),2,0.77,51,02,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.2
sG1uTvsAtl,254,12,0.15,#FE2712,null,FE,Red (RYB),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),39,1,18,27,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.07
Vc4IIzBqMX,237,39,0.16,#ED2939,null,ED,Red (Pantone),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),41,0.93,57,29,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.22
9vUH24yveE,199,85,0.08,#C71585,null,C7,Red-violet,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),21,0.78,133,15,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.52
BnOVKpZZsP,253,4A,0.23,#FD3A4A,null,FD,Red Salsa,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),58,0.99,74,3A,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.29
bQTJi7FErQ,228,78,0,#E40078,null,E4,Red-purple,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0,0.89,120,00,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.47
yveN1TigTV,255,1F,0.41,#FF681F,null,FF,Red-orange (Crayola),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),104,1,31,68,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.12
zOlJy8gaIf,255,00,0.27,#FF4500,null,FF,Red-orange (Color wheel),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),69,1,0,45,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0
alG0GZnJ8m,192,8F,0.27,#C0448F,null,C0,Red-violet (Crayola),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),68,0.75,143,44,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.56
nrrosIQ4Yt,164,52,0.35,#A45A52,null,A4,Redwood,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),90,0.64,82,5A,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.32
LgdFwgDMYL,0,87,0.14,#002387,null,00,Resolution blue,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),35,0,135,23,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.53
wYsFwFVt1r,119,96,0.46,#777696,null,77,Rhythm,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),118,0.47,150,76,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.59
YD0LRazyxj,1,03,0.01,#010203,null,01,Rich black (FOGRA39),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),2,0,3,02,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.01
qdakg8c1g7,0,40,0.25,#004040,null,00,Rich black,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),64,0,64,40,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.25
WtHildUWTB,146,3E,0.17,#922B3E,null,92,Red-violet (Color wheel),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),43,0.57,62,2B,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.24
RY3cYB3kSj,1,13,0.04,#010B13,null,01,Rich black (FOGRA29),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),11,0,19,0B,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.07
iOOj33QicO,255,CC,0.4,#FF66CC,null,FF,Rose pink,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),102,1,204,66,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.8
m8QuqEDK3p,249,9E,0.26,#F9429E,null,F9,Rose bonbon,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),66,0.98,158,42,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.62
RI3Ao2nNsR,255,7F,0,#FF007F,null,FF,Rose,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0,1,127,00,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.5
SVHOtks4lh,103,46,0.28,#674846,null,67,Rose ebony,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),72,0.4,70,48,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.27
xU03XySosy,131,96,0.54,#838996,null,83,Roman silver,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),137,0.51,150,89,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.59
KRU566zUIX,0,CC,0.8,#00CCCC,null,00,Robin egg blue,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),204,0,204,CC,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.8
UhtO8AYyFR,158,6F,0.37,#9E5E6F,null,9E,Rose Dust,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),94,0.62,111,5E,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.44
FVmDCtZnlH,68,38,0.3,#444C38,null,44,Rifle green,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),76,0.27,56,4C,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.22
Aj56cwpYxw,138,80,0.5,#8A7F80,null,8A,Rocket metallic,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),127,0.54,128,7F,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.5
GeXz2LaJ7K,170,A9,0.6,#AA98A9,null,AA,Rose quartz,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),152,0.67,169,98,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.66
vanWBxTouC,227,36,0.15,#E32636,null,E3,Rose madder,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),38,0.89,54,26,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.21
KSOUYW9SZI,194,56,0.12,#C21E56,null,C2,Rose red,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),30,0.76,86,1E,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.34
8DveqHXZWw,144,5D,0.36,#905D5D,null,90,Rose taupe,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),93,0.56,93,5D,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.36
8sGnQP6bsU,128,1B,0.27,#80461B,null,80,Russet,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),70,0.5,27,46,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.11
MIwSExeBcC,209,56,0,#D10056,null,D1,Rubine red,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0,0.82,86,00,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.34
MguwOfGjak,206,76,0.27,#CE4676,null,CE,Ruber,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),70,0.81,118,46,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.46
T9Z1OdB7Dc,250,5E,0.85,#FADA5E,null,FA,Royal yellow,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),218,0.98,94,DA,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.37
7muNsuCveO,103,67,0.57,#679267,null,67,Russian green,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),146,0.4,103,92,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.4
3bJ0f0Fhuk,0,66,0.14,#002366,null,00,Royal blue (dark),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),35,0,102,23,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.4
OKnTnHqNGv,168,07,0.11,#A81C07,null,A8,Rufous,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),28,0.66,7,1C,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.03
zXNjG6vGmX,212,00,0,#D40000,null,D4,Rosso corsa,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0,0.83,0,00,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0
Yhg5HokcAb,171,52,0.31,#AB4E52,null,AB,Rose vale,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),78,0.67,82,4E,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.32
smkivQuD3F,65,E1,0.41,#4169E1,null,41,Royal blue (light),Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),105,0.25,225,69,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.88
0IMiFLxzER,101,0B,0,#65000B,null,65,Rosewood,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0,0.4,11,00,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.04
TRSqIlDKYR,188,8F,0.56,#BC8F8F,null,BC,Rosy brown,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),143,0.74,143,8F,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.56
jKtZzEsB3B,120,A9,0.32,#7851A9,null,78,Royal purple,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),81,0.47,169,51,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.66
LBESzXibgH,224,5F,0.07,#E0115F,null,E0,Ruby,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),17,0.88,95,11,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.37
gbRdOx1qHW,155,1E,0.07,#9B111E,null,9B,Ruby red,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),17,0.61,30,11,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.12
MuzCXh7NJV,218,43,0.17,#DA2C43,null,DA,Rusty red,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),44,0.85,67,2C,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.26
k1Deuie657,4,27,0.22,#043927,null,04,Sacramento State green,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),57,0.02,39,39,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.15
4WXBOU4EMF,50,4D,0.09,#32174D,null,32,Russian violet,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),23,0.2,77,17,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.3
Jd3rzKxGlV,183,0E,0.25,#B7410E,null,B7,Rust,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),65,0.72,14,41,Fri Dec 13 2019 17:44:27 GMT-0600 (Central Standard Time),0.05
FYFHRyVf6d,139,13,0.27,#8B4513,null,8B,Saddle brown,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),69,0.55,19,45,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.07
vtp3k6t5Qz,244,30,0.77,#F4C430,null,F4,Saffron,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),196,0.96,48,C4,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.19
mAxCf5Pp2A,188,8A,0.72,#BCB88A,null,BC,Sage,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),184,0.74,138,B8,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.54
Bwc5FV52Lr,238,02,0.82,#EED202,null,EE,Safety yellow,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),210,0.93,2,D2,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.01
hx0BC56ven,255,00,0.47,#FF7800,null,FF,Safety orange,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),120,1,0,78,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0
3Z0xhxVnIN,255,00,0.4,#FF6700,null,FF,Safety orange (blaze orange),Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),103,1,0,67,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0
1aIuqEsG3G,150,17,0.44,#967117,null,96,Sand dune,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),113,0.59,23,71,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.09
20DUz29vGb,0,A5,0.36,#0067A5,null,00,Sapphire (Crayola),Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),103,0.18,165,67,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.63
A435MvE4YJ,255,A4,0.57,#FF91A4,null,FF,Salmon pink,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),145,1,164,91,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.64
2sgTRqoBrP,250,72,0.5,#FA8072,null,FA,Salmon,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),128,0.98,114,80,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.45
Hj8zKrH546,15,BA,0.32,#0F52BA,null,0F,Sapphire,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),82,0.06,186,52,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.73
t2XaT3Hu00,null,E3,0.31,##DE4E31,null,#D,Salmon Magistrate,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),228,0.87,227,E4,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.19
vPm5qIB4IP,35,7A,0.16,#23297A,null,23,St. Patrick's blue,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),41,0.14,122,29,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.48
Rak8ifmYCQ,194,80,0.7,#C2B280,null,C2,Sand,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),178,0.76,128,B2,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.5
w6zAxSJQE6,80,2A,0.49,#507D2A,null,50,Sap green,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),125,0.31,42,7D,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.16
PF1rBE1HWj,0,A5,0.4,#0067A5,null,00,Sapphire blue,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),103,0,165,67,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.65
GFfEDxc2vk,255,00,0.14,#FF2400,null,FF,Scarlet,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),36,1,0,24,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0
Kh0sbsLouE,255,AF,0.57,#FF91AF,null,FF,Schauss pink,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),145,1,175,91,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.69
GvDxpBtaxD,244,60,0.64,#F4A460,null,F4,Sandy brown,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),164,0.96,96,A4,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.38
HrR8qYdfGJ,203,35,0.63,#CBA135,null,CB,Satin sheen gold,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),161,0.8,53,A1,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.21
01VSpysRms,255,00,0.85,#FFD800,null,FF,School bus yellow,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),216,1,0,D8,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0
XZAfFsb0MB,252,C0,0.06,#FC0FC0,null,FC,Shocking pink,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),15,0.99,192,0F,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.75
OG33Zbur8h,46,57,0.55,#2E8B57,null,2E,Sea green,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),139,0.18,87,8B,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.34
gJFNSGU3Kp,119,A5,0.55,#778BA5,null,77,Shadow blue,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),139,0.47,165,8B,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.65
WdMU30978p,255,EE,0.96,#FFF5EE,null,FF,Seashell,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),245,1,238,F5,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.93
6ZXpP9FmmA,0,CD,1,#00FFCD,null,00,Sea green (Crayola),Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),255,0,205,FF,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.8
DDX3HNiEHC,170,AD,0.66,#AAA9AD,null,AA,Silver (Metallic),Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),169,0.67,173,A9,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.68
GGHYTvH5R6,102,66,1,#66FF66,null,66,Screamin' Green,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),255,0.4,102,FF,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.4
CYGiL92vju,89,0B,0.08,#59260B,null,59,Seal brown,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),38,0.2,11,26,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.08
CkyZD3VHuZ,0,60,0.62,#009E60,null,00,Shamrock green,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),158,0,96,9E,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.38
PAI59fEi3l,138,5D,0.47,#8A795D,null,8A,Shadow,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),121,0.54,93,79,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.36
yTC2luFZcZ,112,14,0.26,#704214,null,70,Sepia,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),66,0.44,20,42,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.08
4Sg1b0vMml,255,00,0.73,#FFBA00,null,FF,Selective yellow,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),186,1,0,BA,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0
cWLleC2DUu,95,78,0.65,#5FA778,null,5F,Shiny Shamrock,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),167,0.37,120,A7,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.47
QdDWgGC6yi,255,FF,0.44,#FF6FFF,null,FF,Shocking pink (Crayola),Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),111,1,255,6F,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),1
H9Ly8zFCnS,217,95,0.53,#D98695,null,D9,Shimmering Blush,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),134,0.85,149,86,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.58
JDbeuHgYJ8,143,00,0.83,#8FD400,null,8F,Sheen green,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),212,0.56,0,D4,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0
u5DQowUFBG,192,C0,0.75,#C0C0C0,null,C0,Silver,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),192,0.75,192,C0,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.75
PrWHR1sutw,136,17,0.18,#882D17,null,88,Sienna,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),45,0.53,23,2D,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.09
28hawrgrhp,201,BB,0.75,#C9C0BB,null,C9,Silver (Crayola),Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),192,0.79,187,C0,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.73
U2lBqZsXEC,203,0B,0.25,#CB410B,null,CB,Sinopia,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),65,0.8,11,41,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.04
YACQculsce,255,55,0.22,#FF3855,null,FF,Sizzling Red,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),56,1,85,38,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.33
oS2vFbDyBa,172,AC,0.67,#ACACAC,null,AC,Silver chalice,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),172,0.67,172,AC,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.67
upM2v020KJ,191,C2,0.76,#BFC1C2,null,BF,Silver sand,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),193,0.75,194,C1,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.76
SsEKa3wZGQ,196,AD,0.68,#C4AEAD,null,C4,Silver pink,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),174,0.77,173,AE,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.68
zxEwL2heTV,207,AF,0.44,#CF71AF,null,CF,Sky magenta,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),113,0.81,175,71,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.69
NNjCK2ENmn,0,74,0.45,#007474,null,00,Skobeloff,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),116,0,116,74,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.45
55TDWrhkIf,255,00,0.86,#FFDB00,null,FF,Sizzling Sunrise,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),219,1,0,DB,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0
Pz9JEjyLnC,135,EB,0.81,#87CEEB,null,87,Sky blue,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),206,0.53,235,CE,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.92
oGtCMaNjUH,118,EA,0.84,#76D7EA,null,76,Sky blue (Crayola),Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),215,0.46,234,D7,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.92
gu8R0O78rO,16,08,0.05,#100C08,null,10,Smoky black,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),12,0.06,8,0C,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.03
oolGIWpAgq,41,17,0.59,#299617,null,29,Slimy green,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),150,0.16,23,96,Fri Dec 13 2019 17:44:28 GMT-0600 (Central Standard Time),0.09
